gender,age,job,marital,education,default,housing,loan,contact,term_deposit
male,41,services,married,basic.9y,no,no,no,telephone,no
male,36,blue-collar,married,basic.9y,yes,no,no,telephone,no
female,32,admin.,single,university.degree,yes,yes,yes,telephone,no
male,31,services,married,high.school,yes,yes,yes,telephone,no
male,38,technician,married,professional.course,no,yes,no,telephone,no
male,35,admin.,divorced,university.degree,yes,yes,no,telephone,no
female,53,admin.,married,professional.course,no,yes,no,telephone,no
male,51,admin.,married,basic.6y,yes,yes,no,telephone,no
female,56,entrepreneur,married,university.degree,yes,no,no,telephone,no
female,33,admin.,married,basic.9y,no,yes,yes,telephone,no
male,33,admin.,married,basic.9y,no,no,no,telephone,no
male,51,services,divorced,high.school,yes,yes,no,telephone,no
male,39,services,married,high.school,yes,yes,no,telephone,yes
female,45,entrepreneur,married,university.degree,no,no,no,telephone,no
female,40,technician,single,university.degree,no,no,no,telephone,no
female,60,unknown,single,unknown,yes,yes,no,telephone,no
male,33,technician,married,university.degree,no,yes,no,telephone,no
female,47,blue-collar,married,high.school,yes,yes,no,telephone,no
female,48,blue-collar,married,basic.4y,no,no,no,telephone,no
male,43,entrepreneur,married,high.school,no,no,no,telephone,no
female,37,management,married,university.degree,no,yes,no,telephone,no
male,50,services,married,basic.9y,no,yes,yes,telephone,no
male,59,entrepreneur,married,high.school,no,yes,no,telephone,no
female,32,technician,married,unknown,yes,yes,no,telephone,no
female,42,housemaid,single,basic.4y,yes,yes,no,telephone,no
female,52,blue-collar,married,basic.4y,no,no,no,telephone,no
female,42,blue-collar,married,unknown,yes,no,no,telephone,no
male,42,admin.,married,unknown,no,no,no,telephone,no
male,40,management,married,basic.9y,yes,yes,yes,telephone,no
male,38,blue-collar,married,basic.9y,no,no,no,telephone,no
male,39,blue-collar,married,basic.6y,no,yes,no,telephone,no
male,39,blue-collar,married,basic.6y,no,no,no,telephone,no
male,38,admin.,married,high.school,no,no,no,telephone,no
male,47,admin.,single,unknown,yes,yes,no,telephone,no
male,30,services,single,high.school,no,no,no,telephone,no
male,38,admin.,divorced,high.school,no,yes,yes,telephone,no
male,39,technician,divorced,university.degree,no,no,no,telephone,no
male,44,admin.,married,high.school,no,no,no,telephone,no
male,36,admin.,married,high.school,no,no,no,telephone,no
male,41,services,married,high.school,yes,yes,yes,telephone,no
male,41,blue-collar,married,basic.6y,no,no,no,telephone,no
female,35,blue-collar,married,basic.9y,no,no,no,telephone,no
male,41,technician,married,high.school,no,no,no,telephone,no
male,36,services,married,high.school,yes,no,no,telephone,no
female,35,admin.,single,high.school,no,yes,yes,telephone,no
female,33,blue-collar,single,basic.4y,yes,no,no,telephone,no
male,38,admin.,single,basic.6y,yes,no,no,telephone,no
male,33,self-employed,married,university.degree,no,no,no,telephone,no
female,55,self-employed,married,unknown,yes,no,no,telephone,no
female,36,blue-collar,single,basic.9y,yes,no,no,telephone,no
male,57,technician,married,professional.course,yes,no,yes,telephone,no
male,32,entrepreneur,single,university.degree,no,yes,no,telephone,no
male,30,self-employed,single,high.school,no,yes,no,telephone,no
female,43,admin.,married,professional.course,no,yes,yes,telephone,no
male,46,admin.,married,university.degree,no,no,no,telephone,no
female,35,admin.,divorced,high.school,no,no,yes,telephone,no
female,34,admin.,single,university.degree,no,yes,yes,telephone,no
male,50,blue-collar,married,basic.4y,yes,yes,yes,telephone,no
male,39,admin.,single,university.degree,no,no,no,telephone,no
female,39,blue-collar,married,basic.9y,yes,no,no,telephone,no
female,42,entrepreneur,married,basic.6y,no,no,no,telephone,no
male,57,retired,married,university.degree,no,yes,no,telephone,no
female,45,blue-collar,married,basic.4y,yes,no,no,telephone,no
male,40,technician,married,basic.4y,no,no,yes,telephone,no
female,42,blue-collar,married,high.school,no,no,yes,telephone,yes
male,40,technician,married,basic.4y,no,no,no,telephone,no
female,38,blue-collar,single,basic.4y,yes,no,no,telephone,no
female,39,blue-collar,married,basic.6y,yes,yes,yes,telephone,no
female,41,blue-collar,married,basic.4y,no,no,no,telephone,no
female,39,blue-collar,married,basic.6y,yes,yes,no,telephone,no
male,41,blue-collar,married,basic.4y,no,yes,yes,telephone,no
female,45,admin.,married,university.degree,yes,no,no,telephone,no
female,35,admin.,divorced,university.degree,no,yes,yes,telephone,no
female,35,admin.,married,basic.6y,no,yes,no,telephone,no
female,49,blue-collar,married,high.school,yes,no,no,telephone,no
female,36,technician,married,unknown,no,no,no,telephone,no
male,23,admin.,single,university.degree,no,no,no,telephone,no
male,43,unemployed,married,university.degree,yes,yes,yes,telephone,no
female,49,entrepreneur,married,professional.course,no,yes,yes,telephone,no
male,36,technician,married,professional.course,no,yes,yes,telephone,no
female,51,blue-collar,married,basic.9y,yes,yes,no,telephone,no
male,56,retired,married,basic.4y,yes,yes,yes,telephone,no
male,45,housemaid,married,high.school,no,no,no,telephone,no
male,42,admin.,married,high.school,no,no,no,telephone,no
male,41,admin.,divorced,high.school,no,no,no,telephone,no
female,32,services,married,high.school,yes,no,yes,telephone,no
female,46,management,married,university.degree,no,no,no,telephone,no
female,37,blue-collar,married,unknown,no,no,no,telephone,no
female,53,management,married,university.degree,yes,no,no,telephone,no
female,30,blue-collar,married,basic.4y,no,no,no,telephone,no
female,45,unknown,married,unknown,yes,no,no,telephone,no
female,24,technician,single,professional.course,no,no,yes,telephone,no
male,45,unknown,married,unknown,yes,no,no,telephone,no
male,34,admin.,single,university.degree,no,no,yes,telephone,no
male,41,management,married,university.degree,yes,no,no,telephone,no
male,59,blue-collar,married,basic.4y,no,yes,no,telephone,no
male,45,blue-collar,married,basic.4y,yes,no,no,telephone,no
female,54,blue-collar,married,basic.6y,yes,no,no,telephone,no
female,32,technician,married,professional.course,no,no,no,telephone,no
female,33,technician,married,professional.course,no,yes,no,telephone,no
female,32,admin.,married,university.degree,no,no,no,telephone,no
female,34,services,single,high.school,no,yes,yes,telephone,no
male,46,management,married,university.degree,no,no,no,telephone,no
female,57,technician,married,professional.course,no,yes,no,telephone,no
male,42,technician,married,basic.9y,no,no,no,telephone,no
female,48,admin.,married,professional.course,no,yes,no,telephone,no
male,58,admin.,divorced,university.degree,yes,yes,no,telephone,no
female,34,services,married,high.school,no,no,no,telephone,no
female,32,admin.,single,university.degree,no,yes,yes,telephone,no
male,48,blue-collar,married,basic.9y,no,no,no,telephone,no
male,47,blue-collar,married,basic.9y,no,no,no,telephone,no
female,31,services,married,high.school,yes,no,no,telephone,no
female,32,admin.,single,university.degree,no,yes,no,telephone,no
male,32,admin.,single,university.degree,no,no,no,telephone,no
male,36,services,married,high.school,no,no,no,telephone,no
female,53,blue-collar,married,basic.4y,yes,no,yes,telephone,no
male,37,blue-collar,married,basic.9y,yes,no,no,telephone,no
female,50,services,married,high.school,no,no,no,telephone,no
female,46,blue-collar,married,basic.6y,no,yes,no,telephone,no
female,41,admin.,married,high.school,no,no,no,telephone,no
male,43,blue-collar,single,basic.4y,no,no,no,telephone,no
female,51,management,married,university.degree,no,yes,no,telephone,no
female,38,admin.,married,university.degree,no,yes,no,telephone,no
female,41,technician,married,basic.6y,no,yes,no,telephone,no
male,39,services,married,high.school,yes,no,no,telephone,no
female,52,blue-collar,married,basic.4y,no,no,no,telephone,no
male,37,technician,married,professional.course,no,yes,no,telephone,no
male,41,admin.,married,basic.9y,no,yes,no,telephone,no
male,46,admin.,divorced,university.degree,no,yes,yes,telephone,no
female,47,technician,married,professional.course,no,no,no,telephone,no
female,35,technician,married,professional.course,no,no,no,telephone,no
male,38,services,married,high.school,yes,no,no,telephone,no
female,30,blue-collar,single,unknown,no,yes,yes,telephone,no
female,46,blue-collar,married,basic.9y,no,yes,no,telephone,no
female,30,technician,married,professional.course,no,no,no,telephone,no
female,35,services,single,basic.4y,no,no,no,telephone,no
male,58,admin.,married,unknown,yes,yes,no,telephone,no
male,40,technician,married,professional.course,no,no,no,telephone,no
female,34,technician,married,university.degree,no,no,no,telephone,no
female,30,admin.,single,university.degree,no,no,no,telephone,no
male,38,services,married,basic.6y,no,no,no,telephone,no
female,55,management,single,basic.4y,no,no,no,telephone,no
female,55,management,married,university.degree,yes,yes,no,telephone,no
male,45,technician,single,professional.course,no,yes,no,telephone,no
female,36,admin.,married,university.degree,no,yes,yes,telephone,no
male,32,admin.,single,university.degree,no,no,no,telephone,no
female,35,technician,married,unknown,yes,yes,no,telephone,no
female,55,management,divorced,university.degree,no,yes,no,telephone,no
male,49,housemaid,married,basic.4y,yes,yes,yes,telephone,no
female,29,admin.,married,high.school,no,yes,no,telephone,no
female,34,blue-collar,married,basic.4y,no,yes,no,telephone,no
female,54,retired,married,high.school,yes,yes,no,telephone,no
female,36,technician,single,professional.course,no,no,no,telephone,no
female,30,management,single,university.degree,no,yes,no,telephone,no
female,33,housemaid,divorced,university.degree,no,no,no,telephone,no
female,37,blue-collar,married,high.school,no,no,no,telephone,no
male,36,technician,married,basic.9y,yes,yes,no,telephone,no
male,33,blue-collar,married,high.school,no,no,no,telephone,no
male,32,housemaid,married,high.school,no,yes,no,telephone,no
female,32,housemaid,married,high.school,no,no,no,telephone,no
male,50,blue-collar,married,basic.4y,yes,yes,no,telephone,no
female,39,blue-collar,married,basic.9y,no,no,yes,telephone,no
male,51,blue-collar,divorced,unknown,yes,yes,yes,telephone,no
male,33,services,married,high.school,no,no,no,telephone,no
male,33,services,married,basic.4y,no,no,no,telephone,no
female,56,management,married,university.degree,yes,no,yes,telephone,no
male,39,management,divorced,university.degree,yes,yes,no,telephone,no
female,33,self-employed,single,university.degree,no,no,no,telephone,no
male,59,retired,divorced,basic.4y,yes,no,no,telephone,no
female,42,admin.,single,unknown,no,yes,no,telephone,no
male,43,services,married,high.school,no,no,yes,telephone,no
male,35,admin.,married,university.degree,no,yes,yes,telephone,no
male,46,blue-collar,married,basic.6y,yes,yes,no,telephone,no
male,27,technician,married,basic.9y,no,no,yes,telephone,no
female,47,admin.,divorced,university.degree,no,yes,no,telephone,no
male,31,admin.,single,university.degree,no,no,no,telephone,no
male,32,blue-collar,married,basic.9y,no,yes,no,telephone,no
male,54,admin.,married,high.school,no,no,no,telephone,no
male,56,management,married,university.degree,yes,no,no,telephone,no
male,48,services,single,high.school,yes,yes,no,telephone,no
female,44,admin.,married,high.school,no,yes,no,telephone,no
male,46,admin.,married,high.school,no,no,yes,telephone,no
male,45,services,married,high.school,no,yes,no,telephone,no
male,43,admin.,married,professional.course,no,no,yes,telephone,no
male,40,admin.,single,high.school,yes,no,no,telephone,no
male,56,management,married,university.degree,no,yes,no,telephone,no
male,47,entrepreneur,married,professional.course,no,no,no,telephone,no
male,39,management,divorced,university.degree,yes,yes,no,telephone,no
male,48,technician,married,basic.4y,yes,no,no,telephone,no
male,45,housemaid,married,professional.course,yes,yes,no,telephone,yes
male,36,self-employed,married,university.degree,no,no,no,telephone,no
female,49,management,married,professional.course,yes,yes,no,telephone,no
female,46,services,married,high.school,no,no,no,telephone,no
female,38,blue-collar,married,basic.9y,no,yes,no,telephone,no
female,50,housemaid,married,basic.4y,yes,yes,no,telephone,no
male,27,admin.,single,high.school,no,yes,no,telephone,no
female,40,technician,married,professional.course,yes,yes,no,telephone,no
male,46,management,married,university.degree,no,yes,no,telephone,no
male,40,admin.,divorced,university.degree,no,yes,no,telephone,no
male,33,management,single,university.degree,no,no,no,telephone,no
female,54,retired,married,high.school,no,yes,no,telephone,no
female,52,blue-collar,married,basic.4y,yes,yes,no,telephone,no
male,53,admin.,married,university.degree,yes,yes,no,telephone,no
male,49,services,married,high.school,yes,no,no,telephone,no
male,42,blue-collar,married,basic.4y,yes,no,no,telephone,no
male,49,housemaid,married,basic.4y,no,no,no,telephone,no
male,40,entrepreneur,married,basic.9y,no,no,no,telephone,no
male,59,admin.,married,university.degree,yes,no,no,telephone,no
male,51,self-employed,married,basic.9y,no,yes,no,telephone,no
female,57,housemaid,married,basic.6y,yes,yes,no,telephone,no
male,38,self-employed,divorced,basic.9y,no,yes,no,telephone,no
male,52,self-employed,married,university.degree,no,no,no,telephone,no
male,26,unemployed,single,basic.9y,no,yes,no,telephone,no
female,35,admin.,married,university.degree,no,yes,yes,telephone,no
female,51,admin.,married,university.degree,no,no,no,telephone,no
male,43,blue-collar,married,basic.4y,yes,yes,yes,telephone,no
male,42,admin.,married,high.school,yes,yes,no,telephone,no
male,60,retired,divorced,university.degree,yes,yes,no,telephone,no
female,36,blue-collar,married,basic.9y,no,yes,no,telephone,no
male,57,management,married,university.degree,yes,no,no,telephone,no
male,35,student,single,university.degree,yes,no,no,telephone,no
female,30,admin.,married,university.degree,no,no,no,telephone,no
female,43,services,married,high.school,no,no,no,telephone,no
female,40,technician,married,basic.9y,no,no,no,telephone,no
